year,end,0.000047983106924
people,american,0.000002282941296
oil,body,0.000002463634928
american,title,0.000000075488174
washington,said,0.000067501328886
said,recent,0.000018746281057
oil,title,0.000000303531550
bank,new,0.000042542727897
year,january,0.000047080284276
oil,year,0.000188742749742
states,said,0.000092251415481
current,billion,0.000131223569042
net,income,0.000040606544644
said,central,0.000028868249501
canada,said,0.000099226112070
author,reuters,0.000000140663957
billion,rose,0.000028557453334
april,year,0.000149767351104
billion,foreign,0.000023168566258
reuters,author,0.000000011920830
record,april,0.000072311137046
short,term,0.000002325330570
issue,said,0.000090693691163
trade,reuters,0.000006230438885
trade,people,0.000006188330190
billion,training,0.000000153110349
common,company,0.000086821746663
people,year,0.000033659922337
title,sets,0.000001138069592
body,shares,0.000004718475793
said,policy,0.000013772329112
expected,year,0.000080272628111
note,loss,0.000121718760056
said,fall,0.000027621184927
billion,march,0.000051810609875
end,year,0.000087890883151
gold,said,0.000077047581726
companies,international,0.000006999039670
people,oil,0.000013684194528
bank,year,0.000152351873112
months,reuters,0.000002825528554
said,public,0.000017554129954
april,net,0.000222827933612
finance,minister,0.000003142156402
vice,president,0.000002373488087
said,domestic,0.000025552579245
said,brazil,0.000017627124180
title,stock,0.000003541832484
body,march,0.000004382863153
said,december,0.000056739125284
company,new,0.000045147553465
trade,body,0.000001655898927
said,state,0.000022781288862
european,community,0.000002105412250
pay,body,0.000001395789241
ago,said,0.000082847385784
plan,said,0.000088880929979
year,title,0.000000310018976
said,held,0.000025544703021
national,bank,0.000049435206165
said,owned,0.000046749719331
said,states,0.000030603663618
said,gold,0.000025729883419
annual,said,0.000130998625536
loss,said,0.000638127676211
energy,said,0.000077876356954
long,said,0.000060265178035
says,reuters,0.000004186734259
stock,market,0.000044083961257
billion,end,0.000044174536015
billion,sales,0.000101363191789
year,rose,0.000031019590097
december,said,0.000128395884531
companies,set,0.000001739487743
sales,note,0.000046523167839
rose,january,0.000023172944566
said,funds,0.000024648525141
people,london,0.000001333965770
said,firm,0.000024011602363
debt,title,0.000000096954921
said,reported,0.000056223048887
said,second,0.000030574159609
said,early,0.000019188901206
record,march,0.000040098737372
companies,plans,0.000004839152552
march,sales,0.000058348854509
year,rise,0.000032902971725
july,reuters,0.000001239349217
title,paris,0.000000958451437
month,reuters,0.000004752046607
week,reuters,0.000002569405751
years,reuters,0.000002610909632
price,body,0.000000948150557
continue,said,0.000059397880250
chief,executive,0.000001305677529
said,pay,0.000120478594908
new,year,0.000073052760854
said,day,0.000030906579923
york,april,0.000017224501789
body,pay,0.000003951240160
said,use,0.000007906516657
said,additional,0.000025977198675
oil,company,0.000133030858706
company,training,0.000000139483532
owned,said,0.000166847225046
trade,year,0.000126860875753
talks,said,0.000150385196321
likely,said,0.000073691364378
london,april,0.000016895834051
expected,reuters,0.000003942380317
march,record,0.000057011573517
plans,said,0.000128548737848
year,tax,0.000027654868973
domestic,said,0.000115671893582
market,title,0.000000175277833
people,canada,0.000002767386604
said,union,0.000015364601495
january,december,0.000013635522009
government,billion,0.000062235558289
companies,national,0.000011411170817
tax,body,0.000000705876005
bond,said,0.000045583885367
bid,said,0.000116933617392
sets,body,0.000001437896913
people,april,0.000017720180040
increased,said,0.000180188973900
said,finance,0.000021772408218
group,company,0.000092984257208
april,set,0.000006123083494
official,reuters,0.000002963667839
said,loss,0.000598413054831
year,oil,0.000078371980635
budget,said,0.000038532620238
april,billion,0.000147660568473
plant,said,0.000099478755146
canadian,said,0.000120849304949
told,reporters,0.000001585362725
group,body,0.000001722000775
title,record,0.000003132846132
loss,billion,0.000309925089823
group,reuters,0.000006479153399
brazil,people,0.000001861855253
title,trade,0.000002940949798
new,zealand,0.000000789161504
date,brazil,0.000001723616606
share,offer,0.000016834717826
common,reuters,0.000006049749118
march,new,0.000028527771065
fall,said,0.000101978454040
early,said,0.000046676632337
chief,officer,0.000000640034898
stock,title,0.000000210042302
gets,title,0.000000041165322
companies,chicago,0.000000448783396
public,said,0.000076431831985
prime,minister,0.000002319616442
said,department,0.000054935571825
said,proposal,0.000024632054192
people,gets,0.000001233008902
said,action,0.000051511862694
loss,training,0.000000271191283
debt,billion,0.000059440673795
said,plant,0.000019986799089
canada,title,0.000000078607009
company,billion,0.000159405739396
said,canadian,0.000024923616365
people,said,0.000068329973146
billion,trade,0.000092973568826
title,american,0.000000380757058
said,future,0.000011543999790
private,said,0.000101692116004
companies,offer,0.000007192672001
january,reuters,0.000005402986517
trade,title,0.000000204014555
analyst,said,0.000047350196837
said,budget,0.000009269667316
companies,financial,0.000004313518275
saudi,arabia,0.000000166486018
year,government,0.000019553855964
said,half,0.000026882093152
european,said,0.000098418706330
lead,said,0.000047733425163
body,oil,0.000006103563919
body,board,0.000002040888603
loss,title,0.000000505525293
south,korea,0.000000624460654
country,said,0.000052843457524
year,set,0.000007881476449
billion,earlier,0.000023937614969
future,said,0.000066432883614
company,common,0.000040668124711
year,new,0.000053830983234
said,decision,0.000011436907698
said,south,0.000062284358137
places,west,0.000000268138422
record,said,0.000278835650533
end,reuters,0.000004316530521
chicago,body,0.000000348065697
buy,shares,0.000022453745260
april,company,0.000105559971416
bank,march,0.000044476259063
title,debt,0.000000799193231
year,ended,0.000017469443264
committee,said,0.000108752385131
costs,said,0.000102008591057
today,reuters,0.000003515968046
service,said,0.000083242557594
said,received,0.000019678134777
said,number,0.000021865682356
said,possible,0.000018284968974
issues,title,0.000000045132271
body,share,0.000006950074294
bank,money,0.000016384141418
washington,april,0.000017505280994
ago,reuters,0.000002004341241
months,year,0.000057531899074
companies,sales,0.000024300230507
companies,shares,0.000013371888599
said,asked,0.000023603279260
said,results,0.000037693374907
announced,said,0.000216412547161
people,loss,0.000044000778871
said,bid,0.000036808673030
body,agreement,0.000005861359114
reuters,said,0.000065188789449
set,said,0.000049280308303
government,reuters,0.000003100146841
title,city,0.000000055131668
said,costs,0.000030766343116
group,billion,0.000130069238367
sets,march,0.000032158965041
stock,common,0.000032852673030
offer,share,0.000045151518862
house,said,0.000103501224658
said,signed,0.000019601482563
ended,said,0.000142936245538
rose,reuters,0.000004660021204
said,european,0.000038051777665
offer,body,0.000001273111252
record,training,0.000000118499472
said,country,0.000013841187865
companies,seen,0.000000753321444
body,trade,0.000007865000043
brazil,said,0.000077481541666
body,common,0.000003776372523
said,line,0.000021208279577
new,stock,0.000046089102398
offer,reuters,0.000004790173534
japan,body,0.000001661659894
issue,reuters,0.000002194167791
said,open,0.000020817644327
april,bank,0.000099858800240
said,currently,0.000016409609088
billion,government,0.000018001801436
said,bond,0.000013176278117
group,shares,0.000041462135414
said,private,0.000024340333766
companies,general,0.000002602400400
said,lead,0.000015505871488
body,market,0.000005067394795
companies,jan,0.000005703549959
including,said,0.000058542493207
asked,said,0.000084223931481
product,said,0.000063112282078
foreign,debt,0.000009888535715
said,low,0.000015073872419
title,san,0.000000078112265
germany,places,0.000000033481015
places,germany,0.000000159585696
ended,net,0.000104760300019
british,said,0.000072443028330
billion,new,0.000049558231694
said,seven,0.000032748976082
note,tax,0.000013357561329
said,canada,0.000037636607885
proposed,said,0.000093631148047
said,filed,0.000004995529707
agreement,reuters,0.000007675738743
new,bank,0.000048708621762
shares,offer,0.000016296444301
money,bank,0.000036170378735
buy,title,0.000000114894142
loss,company,0.000221560083446
west,places,0.000000048986710
brazil,companies,0.000003876008577
government,year,0.000063123530708
said,product,0.000019122848244
reuters,usa,0.000000060427965
tax,year,0.000054078209359
said,change,0.000017902373656
set,trade,0.000012717347090
people,debt,0.000004791798801
news,said,0.000103589394712
help,said,0.000069138732215
international,reuters,0.000004019648259
december,year,0.000063248902734
people,stock,0.000021236097382
new,june,0.000005172100373
sale,reuters,0.000006471621418
offer,company,0.000068745197495
year,april,0.000101486839412
half,said,0.000083398146671
held,said,0.000102060992504
group,net,0.000196281689568
said,help,0.000015560002794
date,reuters,0.000002198386710
said,analyst,0.000010970144103
companies,brazil,0.000001638309641
chief,said,0.000082011116319
services,said,0.000115690752864
products,reuters,0.000004827898465
people,issues,0.000000717197622
said,ended,0.000041483763198
ago,year,0.000040811319195
said,short,0.000023359734769
white,house,0.000002072360758
china,said,0.000137522205478
billion,april,0.000093431495770
reported,said,0.000168290178408
increase,year,0.000077913209680
sales,loss,0.000195252418052
low,said,0.000049590027629
said,income,0.000068453948188
stock,april,0.000068758796260
end,billion,0.000086654494226
business,reuters,0.000003129827974
march,stock,0.000064454303356
billion,share,0.000082158083387
non,said,0.000094632508990
reuters,trade,0.000016822712496
possible,said,0.000100408091384
said,called,0.000007324131730
week,year,0.000052316863730
recent,said,0.000072437229392
said,strong,0.000015271216398
rise,billion,0.000084140141553
stock,march,0.000038128848246
pay,march,0.000031217212381
support,said,0.000068527253461
said,deal,0.000029483020626
companies,gold,0.000002391400812
australia,people,0.000000810463121
second,said,0.000095887386124
year,expected,0.000051855655329
companies,world,0.000005997530025
budget,billion,0.000018714476028
issue,body,0.000000583156350
march,training,0.000000088136638
previous,said,0.000091244553914
said,committee,0.000025176184863
said,chief,0.000016978021449
said,control,0.000013807587493
said,service,0.000016801757738
march,international,0.000016805843188
cash,reuters,0.000002901932930
title,houston,0.000000079874788
said,china,0.000025063833164
said,large,0.000006703698546
body,federal,0.000001689470082
title,west,0.000000467971546
people,international,0.000005537109246
previously,announced,0.000017433238099
pay,said,0.000217076027184
increase,reuters,0.000003826503416
told,conference,0.000000865079357
march,group,0.000047541681852
says,body,0.000001112731979
sales,company,0.000105276478280
market,billion,0.000107458516140
month,year,0.000096758638392
march,set,0.000004176795755
date,australia,0.000000870396036
companies,energy,0.000002974990593
title,market,0.000001894845695
title,federal,0.000000631741500
line,said,0.000098596057796
said,court,0.000049650414439
money,title,0.000000087240352
title,los,0.000000048293181
training,japan,0.000000646791307
jan,loss,0.000093789662060
people,buy,0.000004319561413
note,company,0.000065628497396
company,offer,0.000027332451282
billion,week,0.000021306452254
australia,companies,0.000001687221697
deal,said,0.000075231087976
income,said,0.000235217419686
said,comment,0.000019524168238
fund,said,0.000059386773501
funds,said,0.000070520422014
expected,body,0.000001047788373
financial,reuters,0.000002073217274
title,canada,0.000000461554663
company,sales,0.000092341877462
earlier,billion,0.000060072143242
bank,april,0.000080205252743
said,paid,0.000021313322577
said,work,0.000016941557988
body,commission,0.000001068435608
companies,china,0.000002329496510
billion,december,0.000021997178919
said,certain,0.000015301260646
companies,seeks,0.000000365856039
title,shares,0.000001764374474
control,said,0.000072647257184
executive,said,0.000090122877737
body,president,0.000000926639359
agreement,body,0.000002040024128
south,said,0.000171156279976
board,company,0.000056130564190
said,support,0.000016142839740
close,said,0.000154216264491
said,need,0.000015701114535
current,reuters,0.000006536654382
loss,tax,0.000045094784582
body,places,0.000000015581767
week,billion,0.000051580911531
bank,foreign,0.000019888806492
said,close,0.000042206349463
international,body,0.000001068324536
companies,paris,0.000007263936368
bank,net,0.000226673291763
contract,body,0.000000274019328
secretary,said,0.000124315381981
companies,bond,0.000001224636776
title,board,0.000000763147114
said,executive,0.000014795004972
said,planned,0.000031172716263
tax,billion,0.000053317475249
companies,federal,0.000004787860235
march,note,0.000031820742151
body,government,0.000001522842581
sales,training,0.000000128859199
way,said,0.000037318142859
billion,month,0.000031521249184
market,new,0.000030434843211
said,payment,0.000023852668164
sale,body,0.000001719999091
share,training,0.000000085911275
said,york,0.000019464981960
new,billion,0.000072025104600
share,net,0.000148161852849
reuters,march,0.000009374652109
people,money,0.000003619836889
december,billion,0.000062359162257
said,ago,0.000018236252799
foreign,trade,0.000036388802982
year,trade,0.000100989433122
president,reuters,0.000002221008117
people,market,0.000011361101315
year,increase,0.000031863950426
previous,year,0.000044947842980
training,trade,0.000001169902021
share,loss,0.000130176063976
news,conference,0.000000640462247
set,west,0.000002023616844
january,body,0.000001435982199
billion,title,0.000000285411687
body,japan,0.000004348238235
common,body,0.000001607875788
previously,said,0.000202597992029
year,years,0.000020679479348
ended,year,0.000070411595516
reported,year,0.000082901169662
new,market,0.000024657214453
oil,price,0.000023239128495
coffee,said,0.000061870938225
net,april,0.000142957316712
companies,talks,0.000003197331125
power,said,0.000123419027659
company,net,0.000240552137257
year,date,0.000007786666174
plans,title,0.000000101836427
financial,body,0.000000551010544
companies,training,0.000000036705799
company,group,0.000075238640420
bank,today,0.000023099762984
office,said,0.000039072958316
said,energy,0.000032008916605
president,chief,0.000001677229761
title,national,0.000001505663931
week,body,0.000000682885343
earlier,reuters,0.000002992380132
short,said,0.000079067911429
years,body,0.000000693916149
month,billion,0.000095397510449
said,include,0.000016717383915
bank,central,0.000009607590073
net,sale,0.000062965533289
market,year,0.000108991713205
march,shares,0.000032108102459
body,today,0.000002276339728
additional,said,0.000114637667139
said,july,0.000017540169210
title,dallas,0.000000030497834
annual,meeting,0.000006583919003
date,oil,0.000018197812096
change,said,0.000100762757938
year,december,0.000023893708203
said,good,0.000014356518477
debt,new,0.000016835034330
york,new,0.000009136275366
buy,body,0.000000932546584
think,said,0.000066782624344
said,offered,0.000010440081496
close,reuters,0.000003730980097
said,fund,0.000011847427231
year,current,0.000043978809117
said,letter,0.000023100619728
executive,officer,0.000000703341072
march,share,0.000047293593525
china,people,0.000003304611710
net,test,0.000002181952141
wall,street,0.000000292913654
said,days,0.000022126467229
action,said,0.000123968042317
said,selling,0.000011981427633
japan,reuters,0.000006252115327
west,companies,0.000004793178050
international,title,0.000000131622642
july,said,0.000051227234508
people,trade,0.000017633330572
paris,said,0.000168627288076
japan,bank,0.000084879960923
said,order,0.000035608776670
share,common,0.000025048479074
use,said,0.000046714681957
new,shares,0.000022959422495
april,new,0.000041821032937
stock,price,0.000016081363356
results,said,0.000103193713585
bank,debt,0.000021688687411
said,house,0.000024111379389
shares,group,0.000044859585614
january,rose,0.000017702075638
september,said,0.000144292294863
companies,share,0.000019696110030
places,says,0.000000527531313
said,services,0.000027791571483
billion,tax,0.000025459805329
end,body,0.000001147228545
title,texas,0.000000124107913
oil,industry,0.000009169785699
said,nations,0.000089803579613
said,way,0.000007410500530
said,administration,0.000012126938600
title,general,0.000000343377792
said,late,0.000016610481907
said,rights,0.000009327187399
march,pay,0.000026887248168
billion,current,0.000040488062950
los,angeles,0.000000181342784
oil,places,0.000000195888830
later,said,0.000072288974479
said,drop,0.000020794495867
title,plans,0.000000638509391
said,far,0.000010478054719
companies,canadian,0.000002316464588
title,offer,0.000000949048058
december,january,0.000015446757970
money,billion,0.000053484887758
bond,body,0.000000293102346
york,stock,0.000020642071831
people,plans,0.000003828370609
government,body,0.000000823943424
said,previous,0.000024283799576
report,year,0.000042963456508
said,details,0.000018139935491
paris,body,0.000001084266046
said,point,0.000010309237950
date,china,0.000002450794000
seen,title,0.000000030671320
title,angeles,0.000000057181975
companies,coffee,0.000001704579176
market,today,0.000016525447791
stock,new,0.000036471265048
stock,training,0.000000112678087
loss,march,0.000091767680715
sets,april,0.000057993143855
agreement,company,0.000110156805022
time,reuters,0.000002569559456
title,buy,0.000000720431899
national,title,0.000000119234130
said,past,0.000008977592188
farm,said,0.000052344163123
companies,house,0.000002240973117
south,people,0.000004112826900
ended,loss,0.000092043141194
foreign,bank,0.000046314362407
said,later,0.000013711189240
title,bond,0.000000161586613
said,final,0.000027181868063
proposal,said,0.000082166494394
sets,pay,0.000028991971703
billion,rise,0.000030291350413
said,largest,0.000010712968106
says,march,0.000024886563551
places,brazil,0.000000123860758
month,body,0.000001262978117
said,special,0.000019477456590
texas,said,0.000037443067413
said,washington,0.000013633525668
said,members,0.000016597905415
april,loss,0.000195778222405
products,body,0.000001283137749
administration,said,0.000050226117310
