market,reuters,0.437373340129852
said,rose,0.288380920886993
net,tax,0.650868594646454
said,buy,0.333813726902008
end,said,2.838195800781250
loss,share,0.700508892536163
report,said,2.361231327056885
said,economic,0.277493000030518
earlier,said,2.069690465927124
companies,american,0.799334645271301
minister,said,2.804063796997070
company,share,0.946086764335632
rose,year,1.510107159614563
said,time,0.318609327077866
note,reuters,0.723181247711182
title,chicago,1.239471077919006
people,sets,1.367668390274048
march,april,0.951171696186066
said,report,0.326306402683258
companies,loss,1.897224426269531
year,march,0.505554795265198
title,date,2.032422304153442
said,earlier,0.427116364240646
japan,title,0.204061031341553
buy,said,2.185624122619629
current,said,2.219806432723999
said,end,0.323634207248688
rise,said,1.985927343368530
japan,places,0.154721811413765
germany,people,0.410288512706757
federal,said,2.939757108688354
commission,said,2.748219251632690
shares,share,0.967142701148987
date,trade,1.504048347473145
title,says,2.790794849395752
january,billion,1.583523988723755
time,said,2.433912515640259
january,year,1.478069424629211
cash,said,2.695520639419556
general,said,2.361104965209961
body,new,3.574998140335083
washington,march,1.782256245613098
canada,places,0.254892468452454
stock,shares,1.051324009895325
date,west,1.194494128227234
products,said,3.127721548080444
year,training,0.107121676206589
countries,said,1.575111985206604
companies,stock,1.501590132713318
trade,billion,1.151876449584961
pay,record,0.939369559288025
statement,said,2.776017427444458
west,people,0.576994597911835
company,shares,1.044794082641602
finance,said,2.542503833770752
new,title,0.191727906465530
year,share,0.523031771183014
said,net,0.672631740570068
said,industry,0.486663967370987
said,test,0.133691728115082
trade,places,0.146027162671089
said,commission,0.310935974121094
title,billion,5.526536941528320
companies,debt,0.946699142456055
rose,said,2.396757602691650
body,april,2.804867029190063
date,germany,0.789362609386444
title,group,3.725947618484497
said,products,0.283407568931580
company,stock,1.075030446052551
meeting,said,2.432468414306641
companies,canada,0.744190454483032
net,march,0.785203576087952
tax,said,2.035124540328979
said,countries,0.310140132904053
jan,net,1.592121481895447
pay,reuters,0.487967789173126
sales,net,1.304594635963440
billion,net,1.025711894035339
people,japan,2.380626678466797
sale,said,2.000405073165894
new,company,1.165674924850464
pay,april,0.841377079486847
new,april,0.802189052104950
said,continue,0.289999961853027
note,year,1.663753032684326
hong,kong,0.677562594413757
said,plan,0.257218688726425
said,based,0.322074711322784
debt,reuters,0.601486623287201
set,canada,0.909627795219421
share,stock,0.886231958866119
said,federal,0.314545601606369
note,share,1.361321091651917
june,reuters,0.890863537788391
said,cut,0.332666844129562
germany,companies,0.778353333473206
said,west,0.372938245534897
companies,market,1.621584892272949
market,body,0.230730354785919
companies,gets,0.538534641265869
long,term,1.248093724250793
said,money,0.398062974214554
record,body,0.246618285775185
said,program,0.249319165945053
rise,year,1.251258373260498
body,sales,3.040656328201294
said,high,0.209322333335876
said,long,0.252187222242355
set,money,1.252045631408691
title,test,1.098820209503174
body,stock,3.479492664337158
said,previously,0.257788658142090
note,body,0.381504327058792
bank,market,0.881586313247681
said,likely,0.235536202788353
oil,reuters,0.519223093986511
april,record,0.896079242229462
said,united,0.461268067359924
bank,japan,0.800859808921814
said,months,0.428934931755066
net,training,0.166376277804375
author,march,4.892619132995605
said,announced,0.334363818168640
said,american,0.310627430677414
title,pay,3.734545946121216
stock,share,0.951999902725220
title,japan,4.705057144165039
union,said,3.196581363677979
said,annual,0.228668540716171
billion,company,1.042335867881775
offer,shares,1.615148186683655
japan,trade,0.852329134941101
said,general,0.263614058494568
told,said,2.861661911010742
march,bank,1.531627535820007
set,japan,1.800573945045471
body,international,2.561725378036499
training,money,3.871337413787842
debt,body,0.317306011915207
said,contract,0.244362100958824
west,said,2.489312410354614
year,note,0.585427701473236
central,said,2.791991472244263
tax,reuters,0.557356238365173
share,shares,0.861305713653564
body,group,2.703134775161743
london,march,1.509930372238159
companies,money,1.024331688880920
london,said,3.030131101608276
term,said,2.768079996109009
said,term,0.339643090963364
trade,japan,0.980657696723938
policy,said,2.570124149322510
major,said,2.189898967742920
market,bank,1.214356064796448
price,reuters,0.574515283107758
reuters,money,0.858022511005402
said,chairman,0.249540448188782
state,said,3.530453920364380
earlier,year,1.304034471511841
title,sales,4.191180706024170
current,year,1.398616909980774
billion,debt,0.561010897159576
body,record,3.131540298461914
money,said,2.529977321624756
program,said,3.194031715393066
said,official,0.353528112173080
companies,issues,0.395099997520447
body,note,3.427452325820923
companies,trade,1.208379983901978
year,bank,0.771450877189636
april,training,0.179458484053612
said,officials,0.252316594123840
said,record,0.525175929069519
said,increased,0.222686663269997
cut,said,3.327332258224487
reuters,body,0.310212016105652
net,said,1.575748324394226
months,said,2.391212940216064
said,national,0.225700825452805
firm,said,3.428040027618408
title,international,3.531031370162964
people,march,2.064247369766235
said,date,0.247281417250633
april,march,0.846944153308868
common,share,1.118670701980591
based,said,2.946379423141479
companies,billion,1.730293631553650
title,oil,3.810911655426025
said,non,0.212238311767578
group,title,0.215445712208748
contract,said,3.547313451766968
said,proposed,0.316684067249298
said,june,0.315117716789246
companies,buy,0.858999609947205
united,said,2.615090370178223
foreign,billion,1.231440663337708
day,said,3.167571783065796
net,company,1.081256747245789
march,company,1.382164239883423
people,group,1.885224938392639
training,canada,2.812576055526733
high,said,2.996260166168213
people,reuters,1.134509444236755
agency,said,3.191441297531128
said,including,0.302798748016357
said,talks,0.250361710786819
world,bank,2.591814041137695
year,end,0.329616904258728
people,american,1.291780114173889
oil,body,0.273909002542496
american,title,0.284284412860870
washington,said,3.576635837554932
said,recent,0.243397817015648
oil,title,0.213974535465240
bank,new,0.838757634162903
year,january,0.403617978096008
oil,year,1.194526553153992
states,said,2.108125209808350
current,billion,1.498402714729309
net,income,0.528071165084839
said,central,0.292451143264771
canada,said,2.978622436523438
author,reuters,2.688981533050537
billion,rose,0.439758867025375
april,year,1.070885181427002
billion,foreign,0.475652724504471
reuters,author,0.179223880171776
record,april,0.806069493293762
short,term,1.010073900222778
issue,said,1.862492442131042
trade,reuters,0.467341363430023
trade,people,0.395534932613373
billion,training,0.160387381911278
common,company,1.488980650901794
people,year,2.610056161880493
title,sets,2.703052043914795
body,shares,3.381628274917603
said,policy,0.233121037483215
expected,year,1.670687556266785
note,loss,1.954419016838074
said,fall,0.237994313240051
billion,march,0.756939411163330
end,year,1.788241028785706
gold,said,2.838016510009766
companies,international,1.105523705482483
people,oil,1.928214430809021
bank,year,0.878041625022888
months,reuters,0.654877543449402
said,public,0.261930972337723
april,net,1.147675514221191
finance,minister,0.709639847278595
vice,president,1.981710076332092
said,domestic,0.266021668910980
said,brazil,0.243160426616669
title,stock,4.796061515808105
body,march,2.959827423095703
said,december,0.359650492668152
company,new,1.104538202285767
trade,body,0.246539503335953
said,state,0.224576234817505
european,community,0.582191705703735
pay,body,0.257420718669891
ago,said,2.704167127609253
plan,said,2.600356578826904
year,title,0.114504523575306
said,held,0.317881822586060
national,bank,1.922212958335876
said,owned,0.375658631324768
said,states,0.382242500782013
said,gold,0.319478064775467
annual,said,2.066485166549683
loss,said,1.358809113502502
energy,said,2.943105697631836
long,said,3.660513162612915
says,reuters,0.550181984901428
stock,market,1.168194055557251
billion,end,0.493517309427261
billion,sales,0.777610421180725
year,rose,0.293711990118027
december,said,2.468087673187256
companies,set,0.547173082828522
sales,note,1.114849805831909
rose,january,0.953502476215363
said,funds,0.249735131859779
people,london,1.103600382804871
said,firm,0.227330058813095
debt,title,0.247875705361366
said,reported,0.441848069429398
said,second,0.251807689666748
said,early,0.328812211751938
record,march,0.850602388381958
companies,plans,0.786083996295929
march,sales,1.031131505966187
year,rise,0.511319220066071
july,reuters,0.852416276931763
title,paris,2.622549772262573
month,reuters,0.626520633697510
week,reuters,0.769576370716095
years,reuters,0.723457813262939
price,body,0.303077608346939
continue,said,2.829444169998169
chief,executive,0.663559794425964
said,pay,0.454376131296158
new,year,1.070333361625671
said,day,0.199516445398331
york,april,1.355990290641785
body,pay,2.709372997283936
said,use,0.116334192454815
said,additional,0.253163039684296
oil,company,1.300930857658386
company,training,0.193767204880714
owned,said,3.690081596374512
trade,year,1.075167179107666
talks,said,2.796824932098389
likely,said,2.976110219955444
london,april,1.430878758430481
expected,reuters,0.726195394992828
march,record,1.061951637268066
plans,said,3.482076883316040
year,tax,0.419063061475754
domestic,said,3.578331470489502
market,title,0.180243879556656
people,canada,1.202663421630859
said,union,0.243424057960510
january,december,0.846982061862946
government,billion,1.802946209907532
companies,national,0.580793619155884
tax,body,0.294025599956512
bond,said,5.274207592010498
bid,said,3.407140016555786
sets,body,0.372629553079605
people,april,1.956174492835999
increased,said,3.338803291320801
said,finance,0.168527573347092
group,company,1.309875488281250
april,set,0.362808704376221
official,reuters,0.711964130401611
said,loss,0.737275719642639
year,oil,0.472238898277283
budget,said,3.070023775100708
april,billion,1.147288799285889
plant,said,3.865073442459106
canadian,said,2.546873807907104
told,reporters,0.547179698944092
group,body,0.275792241096497
title,record,4.316454410552979
loss,billion,0.917216420173645
group,reuters,0.522792994976044
brazil,people,0.565837085247040
title,trade,3.859551191329956
new,zealand,0.287852108478546
date,brazil,0.778825223445892
share,offer,0.788482725620270
common,reuters,0.594276905059814
march,new,1.212334871292114
fall,said,3.871861696243286
early,said,3.387113571166992
chief,officer,0.462871521711349
stock,title,0.208416253328323
gets,title,0.387793481349945
companies,chicago,0.388063579797745
public,said,3.629185914993286
prime,minister,1.070280909538269
said,department,0.378816068172455
said,proposal,0.346898347139359
people,gets,0.870309174060822
said,action,0.270188093185425
loss,training,0.143470600247383
debt,billion,1.482509851455688
said,plant,0.301073998212814
canada,title,0.336174905300140
company,billion,1.238765716552734
said,canadian,0.320867866277695
people,said,4.142535686492920
billion,trade,0.716081976890564
title,american,2.553066968917847
said,future,0.250266045331955
private,said,4.128755092620850
companies,offer,1.335968255996704
january,reuters,0.642470300197601
trade,title,0.192593842744827
analyst,said,3.269630193710327
said,budget,0.275820404291153
companies,financial,0.632218956947327
saudi,arabia,0.622928082942963
year,government,0.479541331529617
said,half,0.272351801395416
european,said,2.298749446868896
lead,said,4.222854137420654
body,oil,2.764776229858398
body,board,2.940048694610596
loss,title,0.153358697891235
south,korea,0.472403168678284
country,said,2.669725894927979
year,set,0.216566443443298
billion,earlier,0.651319861412048
future,said,4.283163547515869
company,common,0.689459025859833
year,new,0.610629439353943
said,decision,0.192450776696205
said,south,0.287437349557877
places,west,2.175586938858032
record,said,1.706990599632263
end,reuters,0.777292072772980
chicago,body,0.840749084949493
buy,shares,1.244315743446350
april,company,1.166276216506958
bank,march,0.694427609443665
title,debt,3.023746967315674
year,ended,0.301378935575485
committee,said,2.877501010894775
costs,said,2.858013391494751
today,reuters,0.616168379783630
service,said,3.686208963394165
said,received,0.220935955643654
said,number,0.260701000690460
said,possible,0.237701028585434
issues,title,0.443909496068954
body,share,3.062147855758667
bank,money,0.556885242462158
washington,april,1.688946962356567
ago,reuters,0.740585625171661
months,year,1.506613731384277
companies,sales,1.312208175659180
companies,shares,1.459356546401978
said,asked,0.255573272705078
said,results,0.279891610145569
announced,said,2.450680494308472
people,loss,3.066045045852661
said,bid,0.362150013446808
body,agreement,2.686025142669678
reuters,said,2.147160530090332
set,said,3.133184194564819
government,reuters,0.731494605541229
title,city,1.600499629974365
said,costs,0.273405581712723
group,billion,1.288550376892090
sets,march,1.285223245620728
stock,common,0.693768084049225
offer,share,1.462556600570679
house,said,1.649736285209656
said,signed,0.165829896926880
ended,said,2.777810335159302
rose,reuters,0.656395971775055
said,european,0.407146722078323
offer,body,0.409875094890594
record,training,0.180233612656593
said,country,0.255515277385712
companies,seen,0.459387958049774
body,trade,2.800064086914062
brazil,said,2.441175937652588
body,common,2.231534957885742
said,line,0.212657973170280
new,stock,0.995131313800812
offer,reuters,0.776960968971252
japan,body,0.261218786239624
issue,reuters,0.510077774524689
said,open,0.253986805677414
april,bank,1.292393803596497
said,currently,0.264119982719421
billion,government,0.717990815639496
said,bond,0.189720138907433
group,shares,1.086783289909363
said,private,0.280906170606613
companies,general,0.678355157375336
said,lead,0.226119697093964
body,market,3.757543802261353
companies,jan,0.933522760868073
including,said,2.535873413085938
asked,said,2.445962667465210
product,said,2.635686397552490
foreign,debt,0.673760712146759
said,low,0.221192255616188
title,san,1.296347975730896
germany,places,0.151474073529243
places,germany,1.437702536582947
ended,net,1.875695705413818
british,said,2.181365251541138
billion,new,0.914261937141418
said,seven,0.261390864849091
note,tax,1.090716600418091
said,canada,0.289197921752930
proposed,said,2.619963884353638
said,filed,0.165328606963158
agreement,reuters,0.802731454372406
new,bank,1.291727423667908
shares,offer,0.977743744850159
money,bank,1.923765540122986
buy,title,0.246675148606300
loss,company,0.932396113872528
west,places,0.213020235300064
brazil,companies,1.073442697525024
government,year,1.682879328727722
said,product,0.254786491394043
reuters,usa,0.267678499221802
tax,year,1.282255768775940
said,change,0.304682016372681
set,trade,1.477008581161499
people,debt,1.529931306838989
news,said,3.486290931701660
help,said,4.109788417816162
international,reuters,0.537921071052551
december,year,1.555049538612366
people,stock,2.426673412322998
new,june,0.537391126155853
sale,reuters,0.547847568988800
offer,company,1.946702003479004
year,april,0.479086726903915
half,said,2.350057840347290
held,said,2.338254928588867
group,net,1.288984656333923
said,help,0.188170999288559
date,reuters,0.873788893222809
said,analyst,0.202418521046638
companies,brazil,0.625722348690033
chief,said,2.870309829711914
services,said,3.524550914764404
products,reuters,0.856584012508392
people,issues,0.638509035110474
said,ended,0.295908629894257
ago,year,1.703794121742249
said,short,0.301142275333405
white,house,0.978532314300537
china,said,3.517793655395508
billion,april,0.717310130596161
reported,said,2.539297342300415
increase,year,1.180187463760376
sales,loss,1.429974198341370
low,said,3.165344715118408
said,income,0.333828419446945
stock,april,0.872012972831726
end,billion,1.915825366973877
business,reuters,0.520673334598541
march,stock,1.179947376251221
billion,share,0.783106625080109
non,said,2.053644657135010
reuters,trade,1.012188792228699
possible,said,3.352315187454224
said,called,0.175284251570702
week,year,1.770490169525146
recent,said,3.116792917251587
said,strong,0.154319912195206
rise,billion,1.340530753135681
stock,march,0.920189142227173
pay,march,0.887860536575317
support,said,3.125010490417480
said,deal,0.318903326988220
companies,gold,0.822109818458557
australia,people,0.843574881553650
second,said,3.370151519775391
year,expected,0.374249517917633
companies,world,0.817515730857849
budget,billion,2.072312593460083
issue,body,0.269084483385086
march,training,0.212677836418152
previous,said,2.741895914077759
said,committee,0.203957140445709
said,chief,0.250465571880341
said,control,0.209976673126221
said,service,0.240941673517227
march,international,0.868719041347504
cash,reuters,0.738217771053314
title,houston,1.108607769012451
said,china,0.387070000171661
said,large,0.240738004446030
body,federal,1.875584959983826
title,west,3.065203189849854
people,international,1.786602973937988
previously,announced,0.961666047573090
pay,said,1.781760334968567
increase,reuters,0.512990415096283
told,conference,0.564909279346466
march,group,0.916673123836517
says,body,0.290240943431854
sales,company,1.325738549232483
market,billion,1.078013062477112
month,year,1.441375613212585
march,set,0.429967850446701
date,australia,0.536489546298981
companies,energy,0.678081274032593
title,market,5.179324150085449
title,federal,2.585268974304199
line,said,3.759858608245850
said,court,0.320215582847595
money,title,0.285539656877518
title,los,1.055132389068604
training,japan,5.567392349243164
jan,loss,1.745134115219116
people,buy,1.388202905654907
note,company,1.811955213546753
company,offer,0.956457257270813
billion,week,0.785379290580750
australia,companies,1.600335717201233
deal,said,2.484772205352783
income,said,2.212381601333618
said,comment,0.212385877966881
fund,said,3.540612220764160
funds,said,3.229803323745728
expected,body,0.383094429969788
financial,reuters,0.759843111038208
title,canada,2.376935958862305
company,sales,0.939446687698364
earlier,billion,1.397072315216064
bank,april,0.658071100711823
said,paid,0.229936391115189
said,work,0.212438598275185
body,commission,1.854061245918274
companies,china,0.996043503284454
billion,december,0.548439502716064
said,certain,0.276929646730423
companies,seeks,0.272006899118423
title,shares,4.661169528961182
control,said,2.951735019683838
executive,said,3.436452150344849
body,president,2.143668889999390
agreement,body,0.423469871282578
south,said,3.455380439758301
board,company,1.546293377876282
said,support,0.290195196866989
close,said,3.336063623428345
said,need,0.280205011367798
current,reuters,0.607934772968292
loss,tax,0.561261117458344
body,places,0.508290827274323
week,billion,1.896808028221130
bank,foreign,0.436371028423309
said,close,0.321018993854523
international,body,0.283772885799408
companies,paris,0.821088850498199
bank,net,0.941003561019897
contract,body,0.512499988079071
secretary,said,2.060360670089722
companies,bond,0.488204896450043
title,board,4.052505493164062
said,executive,0.230286628007889
said,planned,0.257762491703033
tax,billion,1.373739719390869
companies,federal,0.809416890144348
march,note,1.162299633026123
body,government,2.807528972625732
sales,training,0.203995451331139
way,said,4.617924690246582
billion,month,0.615295171737671
market,new,0.961203932762146
said,payment,0.203027948737144
sale,body,0.289009481668472
share,training,0.159737527370453
said,york,0.202561229467392
new,billion,1.146697521209717
share,net,1.021555781364441
reuters,march,1.069941163063049
people,money,1.655390501022339
december,billion,1.665996432304382
said,ago,0.335850238800049
foreign,trade,0.859997570514679
year,trade,0.478266388177872
president,reuters,0.716340780258179
people,market,2.620593786239624
year,increase,0.447949975728989
previous,year,1.727565884590149
training,trade,4.566920280456543
share,loss,1.119733333587646
news,conference,0.688214600086212
set,west,1.173019647598267
january,body,0.338926285505295
billion,title,0.171441346406937
body,japan,3.413467407226562
common,body,0.313502609729767
previously,said,2.864987373352051
year,years,0.310912609100342
ended,year,1.750194430351257
reported,year,1.599916338920593
new,market,1.074654221534729
oil,price,0.867727220058441
coffee,said,3.046417236328125
net,april,0.744094550609589
companies,talks,0.644253253936768
power,said,3.856475353240967
company,net,1.239183068275452
year,date,0.251852720975876
plans,title,0.392995983362198
financial,body,0.400844752788544
companies,training,0.270651787519455
company,group,0.835165619850159
bank,today,0.527113795280457
office,said,3.415570974349976
said,energy,0.263507544994354
president,chief,0.657670438289642
title,national,1.855049133300781
week,body,0.405979424715042
earlier,reuters,0.566822767257690
short,said,2.962429523468018
years,body,0.381650239229202
month,billion,1.544212222099304
said,include,0.221813991665840
bank,central,0.409135699272156
net,sale,0.953756630420685
market,year,1.006222724914551
march,shares,1.146760106086731
body,today,2.246693134307861
additional,said,2.771551609039307
said,july,0.204387947916985
title,dallas,0.846613824367523
annual,meeting,0.760813772678375
date,oil,1.485093474388123
change,said,3.904452323913574
year,december,0.366299092769623
said,good,0.261208385229111
debt,new,1.321871042251587
york,new,1.728304386138916
buy,body,0.315769165754318
think,said,3.638959407806396
said,offered,0.219144970178604
close,reuters,0.913642227649689
said,fund,0.253730863332748
year,current,0.491995930671692
said,letter,0.215580895543098
executive,officer,0.554168581962585
march,share,1.038419604301453
china,people,0.815384984016418
net,test,0.211482107639313
wall,street,0.417922258377075
said,days,0.222421616315842
action,said,3.236514091491699
said,selling,0.149628162384033
japan,reuters,0.495167434215546
west,companies,1.094609498977661
international,title,0.221680030226707
july,said,3.112503767013550
people,trade,1.952825307846069
paris,said,2.846163272857666
japan,bank,1.374819755554199
said,order,0.301694929599762
share,common,0.568375170230865
use,said,2.737102985382080
new,shares,0.967142283916473
april,new,1.022973299026489
stock,price,0.845186769962311
results,said,2.032940626144409
bank,debt,0.514679849147797
said,house,0.349071681499481
shares,group,0.853752851486206
january,rose,0.679141223430634
september,said,2.731178283691406
companies,share,1.321483135223389
places,says,1.980820417404175
said,services,0.253160625696182
billion,tax,0.627440094947815
end,body,0.410049825906754
title,texas,1.532530546188354
oil,industry,0.926240444183350
said,nations,0.336233586072922
said,way,0.273558795452118
said,administration,0.241946175694466
title,general,2.166661024093628
said,late,0.213563442230225
said,rights,0.177711695432663
march,pay,0.918788433074951
billion,current,0.736638545989990
los,angeles,0.445937544107437
oil,places,0.162238329648972
later,said,2.866888284683228
said,drop,0.259409397840500
title,plans,2.510743856430054
said,far,0.217337623238564
companies,canadian,0.825686037540436
title,offer,4.267068386077881
december,january,0.981879949569702
money,billion,1.707772612571716
bond,body,0.761993825435638
york,stock,1.682132840156555
people,plans,1.270366191864014
government,body,0.385889947414398
said,previous,0.257473319768906
report,year,1.487723231315613
said,details,0.256903052330017
paris,body,0.411200881004333
said,point,0.237494707107544
date,china,1.239757180213928
seen,title,0.352935731410980
title,angeles,1.035140275955200
companies,coffee,0.558917999267578
market,today,0.604064702987671
stock,new,1.111441493034363
stock,training,0.194978266954422
loss,march,0.677101612091064
sets,april,1.217936158180237
agreement,company,2.011270523071289
time,reuters,0.666571497917175
title,buy,2.743636608123779
national,title,0.285309165716171
said,past,0.229800194501877
farm,said,4.060033321380615
companies,house,0.898262739181519
south,people,0.800918459892273
ended,loss,2.055961608886719
foreign,bank,1.387189030647278
said,later,0.196473151445389
title,bond,1.559321641921997
said,final,0.282290130853653
proposal,said,3.267186403274536
sets,pay,1.176470518112183
billion,rise,0.765570223331451
said,largest,0.258184283971786
says,march,1.001059651374817
places,brazil,1.418510437011719
month,body,0.330512374639511
said,special,0.244937345385551
texas,said,2.917374849319458
said,washington,0.166784882545471
said,members,0.236632943153381
april,loss,1.257973909378052
products,body,0.451879143714905
administration,said,3.400682449340820
